script_path,script_name,folder,intent,status_hints,claim_class_or_authority,primary_inputs,primary_outputs,related_episode_or_id,last_mtime,notes
scripts/research/tv_engine_odds.py,tv_engine_odds.py,research,"tv_engine_odds.py — deduplicated engine-vs-TradingView agreement odds for the one-month XAUUSD corpus. WHAT THIS CLOSES ----------------- `scripts/research/htf_parent_telemetry_extract.py:163-164` rolls the per-shot reconciliation up by SUMMING each sidecar's `engine_vs_tv.summary.compared` and `.divergent`. Those shot windows OVERLAP, so the sum double-counts: 05_m15_jul28_displacement (13 bars) is a strict subset of 06_m15_jul30_trade ( 6 bars) is a strict subset of 04_m15_jul28_forensic (202 bars) 03_h4_jul27_31 and 09_h4_jul15_20 both sit INSIDE 01_h4_july_macro's window.",,,data/XAUUSD_M15.csv,results/xauusd_tv_odds,XAUUSD; xauusd,2026-08-18T01:02:17+05:30,
scripts/research/tv_structure_comparison.py,tv_structure_comparison.py,research,"tv_structure_comparison.py — engine vs resolver vs TradingView vs LLM narration, per shot. Part of the 2026-09-03 TV-forensic / Dataset-Identity / Constructor-Trace comparison plan (Phase 4). Read-only over already-produced artifacts: - tools/tv_forensic/shots/*.json -- TradingView sidecars (bars[] + engine_vs_tv, F-080) - logs/dual_construction/XAUUSD_crt_construction.jsonl -- engine+resolver per-bar states (produced by scripts/research/emit_dual_construction_trace.py, Phase 3) - results/tv_structure_comparison/narration.json -- blind LLM narration, filled in separately by reading each sho...",READ-ONLY,,,-; results/tv_structure_comparison/narration.json,Phase 4; Phase 3,2026-09-03T16:17:27+05:30,
scripts/research/validate_crt_state_resolver.py,validate_crt_state_resolver.py,research,CRT State Resolver Validation Script ===================================== Validates the config-driven CRT state resolver against real market data. This script: 1. Loads the CRT state resolver (config-driven) 2.,,,results/run_20260724_104845_XAUUSD/XAUUSD_summary.json; data/mt5/XAUUSD_M15.csv; results/research/trace_corpus/xauusd/trace_corpus_enriched.jsonl,results/research/trace_corpus/xauusd/trace_corpus_enriched.jsonl; results/run_20260724_104845_XAUUSD/XAUUSD_summary.json,CRT; xauusd; XAUUSD,2026-08-20T14:38:27+05:30,
scripts/research/validate_fm030_bands.py,validate_fm030_bands.py,research,"validate_fm030_bands.py — CLI for behavioral validation of FM-030 band thresholds (A2a). Thin wrapper (CLAUDE.md §3.3): all logic lives in src/research/band_validation.py. Decides whether candidate FM-030 (ema_spread_atr) band thresholds correspond to STABLE BEHAVIORAL REGIMES — persistence, transition structure, forward-return characteristics — BEFORE any ontology freeze.",DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,data/mt5/XAUUSD_M15.csv,results/research/fm030_band_validation.json],FM-030; p2,2026-07-24T21:11:50+05:30,
scripts/research/validate_oracle_harness.py,validate_oracle_harness.py,research,validate_oracle_harness.py — Stage 0.5 HARD GATE for the oracle program. A null result from a blind miner is indistinguishable from a real negative. So is a null from a join that silently misaligned.,,,,,CRT; XAUUSD,2026-08-20T23:41:36+05:30,
scripts/research/vcrt_remeasure_v2.py,vcrt_remeasure_v2.py,research,vcrt_remeasure_v2.py — run a sealed Visual CRT measurement contract. Thin CLI wrapper (CLAUDE.md section 3.3: no business logic here). All orchestration lives in ``src/research/visual_crt/measure.py``; all parameters live in the sealed contract JSON.,diagnostic only,"AUTHORITY: diagnostic; authority : {metrics['authority']}"")",,results/visual_crt/_v1_reproduction; results/visual_crt/<contract_id,SEM-012; SEM-015; SEM-016; CRT; XAUUSD,2026-08-19T14:04:23+05:30,
scripts/research/verify_m5_resample_parity.py,verify_m5_resample_parity.py,research,"verify_m5_resample_parity.py — Program-9 corpus-level resampler validation (M1 gate). STRONG end-to-end check of the M5 ladder: for every Program-9 symbol, `resample(M5, rule)` for rule in {M15, H1, H4} must EXACTLY reproduce the independently-FETCHED on-disk file (data/binance/{SYM}_{rule}.csv or data/mt5/{SYM}_{rule}.csv) over the coverage INTERSECTION (fetched trailing row dropped — the resampler never emits the in-progress bucket; provider ladders have different depths: MT5 M5 retention ~270d vs 2yr M15/H1/H4). OHLC must match exactly; volume within rel 1e-8 (Decimal-exact in the resamp...",MEASURE-ONLY; parity,,data/binance/{SYM}_{rule}.csv; data/mt5/{SYM}_{rule}.csv,results/research/m5_mtf/resample_parity.json,BNBUSDT; XAUUSD,2026-07-03T03:01:04+05:30,
scripts/research/visual_state_questions.py,visual_state_questions.py,research,"Frozen question text + engine-to-visual maps for visual CRT state fidelity. Pre-registration: docs/research/preregistration-visual-crt-state-fidelity.md This module is the single copy the sampler, scorer, HTML, and tests import. Do not paraphrase the question strings — the wording is the instrument.",Frozen,,,,CRT; crt; xauusd,2026-08-18T10:48:01+05:30,
scripts/research/visual_state_sample.py,visual_state_sample.py,research,"visual_state_sample.py ====================== Read-only SAMPLER + RENDERER for the visual CRT state-fidelity test. Pre-registration: docs/research/preregistration-visual-crt-state-fidelity.md (read that first — the four questions, two arms, sample, and interpretation rule are FROZEN there; this script implements the frozen design). Emits, under --out-dir: * arm1/<item_id>.png + arm1/label.html — bare 48-bar crops * arm2/<item_id>.png + arm2/label.html — same crops + unlabelled h/l lines * manifest.json — the answer key.",READ-ONLY; FROZEN; frozen,,,results/visual_crt_state_fidelity,CRT; crt,2026-08-18T11:40:54+05:30,
scripts/research/visual_state_score.py,visual_state_score.py,research,"visual_state_score.py ===================== Read-only SCORER for the visual CRT state-fidelity test. Pre-registration: docs/research/preregistration-visual-crt-state-fidelity.md (the interpretation rule is frozen there — this script computes the numbers, it does not decide what they mean). Joins arm1/arm2 label files to manifest.json by item_id.",READ-ONLY; frozen,,results/visual_crt_state_fidelity/labels,results/visual_crt_state_fidelity/labels; results/visual_crt_state_fidelity/manifest.json,CRT; crt,2026-08-18T13:15:26+05:30,
scripts/research/xauusd_episode_coverage_census.py,xauusd_episode_coverage_census.py,research,"Coverage census over reconstructed XAUUSD semantic episodes. Input: results/research/xauusd_episode_semantic_reconstruction/episodes.json Output: coverage_census.json + coverage_census.md Classifies episode observations as: COVERED | PARTIAL | UNREPRESENTED | CONTRADICTORY | UNKNOWN Only *recurring* gaps become ontology candidates. No ontology mutation, no new indicators, no CPR.",,,results/research/xauusd_episode_semantic_reconstruction/episodes.json,coverage_census.json; results/research/xauusd_episode_semantic_reconstruction/episodes.json; results/research/xauusd_episode_semantic_reconstruction,crt; XAUUSD,2026-08-12T10:23:06+05:30,
scripts/research/xauusd_episode_semantic_reconstruction.py,xauusd_episode_semantic_reconstruction.py,research,Source-first semantic market reconstruction of meaningful XAUUSD M15 episodes. Reuses ONLY existing surfaces: - FeaturePipeline (39-dim CANONICAL_FEATURES) - FeatureStateEncoder / MarketContextBuilder / MarketShapeClassifier - CRT runtime (crt_engine_v2 + HTFBuilder htf=4) - ModelEvidenceBuilder over engine_results (crt/gaussian/zone_gate/rr) No new indicators. No CPR.,,,dataclasses; config_layer.crt_engine_v2; config_layer.production_config; data/mt5/XAUUSD_M15.csv,results/research/xauusd_episode_semantic_reconstruction,CRT; crt; XAUUSD,2026-08-12T10:16:58+05:30,
scripts/research/xauusd_gaussian_econ_ledger.py,xauusd_gaussian_econ_ledger.py,research,"xauusd_gaussian_econ_ledger.py — Phase E1 ========================================= Economic ledger on E0 scored units (pre-registered arms). Design: docs/implementation_plan/xauusd-gaussian-toward-economics-2026-07-23.md §E1 Pre-registered (frozen before run — do not retune after seeing OOS): * exit_model = intrabar_fixed, max_forward = 40 * cost = 12 bps (CostModel) * SL/TP arm A = 1.0 / 1.0 ATR (same as train label geometry) * score quantiles p10/p90 computed on TRAIN split only * arms: all_units, nb_top_decile, nb_bottom_decile, random_match_n, long_only, short_only * RNG seed for rando...",MEASURE-ONLY; frozen,Authority: RESEARCH_ONLY.; AUTHORITY = (,dataclasses; data/mt5/XAUUSD_M15.csv,results/gaussian_xauusd_econ/units_LATEST.jsonl,Phase E1; p10; xauusd; XAUUSD,2026-07-23T02:01:10+05:30,
scripts/research/xauusd_gaussian_econ_units.py,xauusd_gaussian_econ_units.py,research,xauusd_gaussian_econ_units.py — Phase E0 ======================================== Build journal-aligned **scored economic units** for the XAUUSD Gaussian NB. Design: docs/implementation_plan/xauusd-gaussian-toward-economics-2026-07-23.md §E0 What this is ------------ One JSONL row per unit derived from bar_semantic.v1 journal events: * LABEL_ACCEPTED → split=train (was used in NB training label set) * HOLDOUT → split=oos (sweep in holdout window; excluded from train) Each row is scored with the promoted (or CLI-selected) XAUUSD Gaussian via name-anchored 39-dim extract. **No forward_walk ec...,,Authority: RESEARCH_ONLY.; AUTHORITY = (,results/gaussian_xauusd_train/gaussian_xauusd_train_20260722T194904Z/bar_semantic_journal.jsonl; results/gaussian_xauusd_train/,results/gaussian_xauusd_train/gaussian_xauusd_train_20260722T194904Z/bar_semantic_journal.jsonl; results/gaussian_xauusd_train/,Phase E0; XAUUSD; xauusd,2026-07-23T01:57:26+05:30,
scripts/research/xauusd_gaussian_m4_qualify.py,xauusd_gaussian_m4_qualify.py,research,xauusd_gaussian_m4_qualify.py — Phase E2 ======================================== Run M4 QualificationGate (gates 1–7) on E1 ledger arms for the XAUUSD Gaussian. Design: docs/implementation_plan/xauusd-gaussian-toward-economics-2026-07-23.md §E2 Uses existing research machinery only: * research.qualification.evaluate_pre_bh / finalize / benjamini_hochberg * research.measurement.metrics.EdgeAggregator * research.costs.CostModel (12 bps) OOS split: chronological suffix matching E0 holdout (train then oos by timestamp). Per-arm oos_split = n_oos / n_arm so the gate cut matches the journal HOLD...,,Authority: RESEARCH_ONLY.; AUTHORITY = (,,results/gaussian_xauusd_econ/ledger_LATEST.jsonl; results/gaussian_xauusd_econ/units_LATEST.jsonl,Phase E2; XAUUSD; xauusd,2026-07-23T02:06:48+05:30,
scripts/research/xauusd_mt5_cost_calibration.py,xauusd_mt5_cost_calibration.py,research,xauusd_mt5_cost_calibration.py =============================== ZONE-X O-1 diagnostic: extract real spread/commission/slippage/swap for XAUUSD from a locally running MT5 terminal. READ-ONLY -- never places or modifies an order. Authority: RESEARCH_ONLY.,READ-ONLY,Authority: RESEARCH_ONLY.,,,XAUUSD,2026-08-05T21:49:40+05:30,
scripts/research/xauusd_mt5_cost_seed_stops.py,xauusd_mt5_cost_seed_stops.py,research,"xauusd_mt5_cost_seed_stops.py ============================= DEMO-ONLY helper for ZONE-X O-1: place near-market STOP orders on XAUUSD so `extract_slippage` can measure stop-order fill vs requested price. Uses the same safety model as `manual_tools/trade_generator.py`: L1 trade_mode == DEMO re-checked before every order L2 --account-hash fingerprint pin + optional margin mode pin L3 lot <= 0.10, symbol allowlist, --max-orders cap L4 cancel any still-pending MAGIC stops; close any MAGIC positions left Does NOT modify `mt5_analytics` (read-only). Does NOT run on real accounts.",READ-ONLY,,,,XAUUSD,2026-08-06T14:07:10+05:30,
scripts/research/xauusd_price_cost_trace.py,xauusd_price_cost_trace.py,research,xauusd_price_cost_trace.py ========================== Trace **price movement** vs **cost ledger** for XAUUSD economic units. Reads E0 units + E1 ledger (train geometry available). Builds a cost-decomposition ledger and a short human report with walk-through case studies.,,Authority: RESEARCH_ONLY,,,p10; XAUUSD,2026-07-23T02:25:43+05:30,
scripts/research/zone_gate_threshold_sweep.py,zone_gate_threshold_sweep.py,research,Threshold sweep over zone_gate scores.jsonl (no re-score). Usage: python scripts/research/zone_gate_threshold_sweep.py python scripts/research/zone_gate_threshold_sweep.py --scores results/analysis/zone_gate_xauusd_trace/scores.jsonl,,,results/analysis/zone_gate_xauusd_trace/scores.jsonl,results/analysis/zone_gate_xauusd_trace/scores.jsonl,,2026-07-18T01:52:43+05:30,
scripts/research/zone_label_audit.py,zone_label_audit.py,research,"zone_label_audit.py — thin driver for the F-041B Phase-5 ZoneGate label audit. Argparse wrapper only (per CLAUDE.md §3.3): no business logic lives here. Loads the runtime zone registry + the SOURCE opportunities that built it + the candles, reconstructs the ORIGINAL seeded KMeans membership by calling `discover_zones._kmeans` VERBATIM (identical geometry), runs `research.zone_label_audit`, and writes a deterministic report under docs/analysis/.",parity,,data/BNBUSDT_M15.csv; docs/analysis/f041b-zone-label-audit-{inst}.json,,Phase-5; BNBUSDT,2026-07-05T01:39:40+05:30,
scripts/research/zone_x_o4_gap_study.py,zone_x_o4_gap_study.py,research,"zone_x_o4_gap_study.py ====================== ZONE-X O-4 — DESCRIPTIVE gap penalty study (path (a) residual work). Question (v0.8 O-4 / design §10.2): At k=1.5, m=1.0, L=h=12 on XAUUSD M15, when a stop resolves, how does *realized* adverse excursion (ATR units) compare to nominal m — especially on the ~29% of bars that gap from the prior close? Authority: RESEARCH_ONLY / DESCRIPTIVE.",frozen,Authority: RESEARCH_ONLY,dataclasses; results/research/zone_x_o4_gap_study/; data/mt5/XAUUSD_M15.csv,results/research/zone_x_o4_gap_study/,XAUUSD,2026-08-06T14:21:49+05:30,
